,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,0.33226255078707867,0.0019949057236957335,8502.659936393886
1,500,0.15045065200650717,0.060348581707601046,0.0060652606713399405,0.7805049558863024,0.001005489047862446,6154.280846466796
2,1000,0.24423258965519054,0.01826119090858359,0.0018353187414794241,0.7863900033638325,0.0009166079357356874,5237.442299943001
3,1500,0.24423258965519054,0.01826119090858359,0.0018353187414794241,0.7863900033638325,0.0009166079357356874,5237.442299943001
4,2000,0.24423258965519054,0.01826119090858359,0.0018353187414794241,0.7863900033638325,0.0009166079357356874,5237.442299943001
5,2500,0.24423258965519054,0.01826119090858359,0.0018353187414794241,0.7863900033638325,0.0009166079357356874,5237.442299943001
6,3000,0.24447288115864496,0.02153537057964531,0.002164386179816423,0.7861132993264647,0.000921105328728345,5244.145289872088
7,3500,0.24447288115864496,0.02153537057964531,0.002164386179816423,0.7861132993264647,0.000921105328728345,5244.145289872088
8,4000,0.24572957205649792,0.016920446279389496,0.0017005688361848488,0.7860918740512766,0.0009213729236806483,5243.040668661184
9,4500,0.24572957205649792,0.016920446279389496,0.0017005688361848488,0.7860918740512766,0.0009213729236806483,5243.040668661184
10,5000,0.24572957205649792,0.016920446279389496,0.0017005688361848488,0.7860918740512766,0.0009213729236806483,5243.040668661184
