,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,0.5000837351523457,0.0017666897973388407,6177.498778498737
1,500,0.180017684390804,0.05609033406723258,0.005637290680809078,0.7845252295378748,0.000890062562685654,4429.491903295514
2,1000,0.24963667691044036,0.00361501909722594,0.0003633230895596288,0.7848427066536691,0.0009217923551000412,4092.6572267496963
3,1500,0.24963667691044036,0.00361501909722594,0.0003633230895596288,0.7848427066536691,0.0009217923551000412,4092.6572267496963
4,2000,0.24963667691044036,0.00361501909722594,0.0003633230895596288,0.7848427066536691,0.0009217923551000412,4092.6572267496963
5,2500,0.24963667691044036,0.00361501909722594,0.0003633230895596288,0.7848427066536691,0.0009217923551000412,4092.6572267496963
6,3000,0.25,0.0,0.0,0.7849023522359447,0.0009072898834505836,4101.733625481069
7,3500,0.25,0.0,0.0,0.7849074511461009,0.0009070675244534334,4107.810381900834
8,4000,0.25,0.0,0.0,0.7849210898260918,0.0009143414864697724,4102.767192675342
9,4500,0.25,0.0,0.0,0.7849210898260918,0.0009143414864697724,4102.767192675342
10,5000,0.25,0.0,0.0,0.7849210898260918,0.0009143414864697724,4102.767192675342
