,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,-15.294156844870308,0.00930298128505919,20532.445805305935
1,500,0.24933441441762733,0.006622492927801114,0.0006655855823726816,0.8901267599117886,0.0008260417955497741,29448.17198366057
2,1000,0.25,0.0,0.0,0.8871153438060131,0.0009071855218178778,36133.98288597777
3,1500,0.25,0.0,0.0,0.8871153438060131,0.0009071855218178778,36133.98288597777
4,2000,0.25,0.0,0.0,0.8871153438060131,0.0009071855218178778,36133.98288597777
5,2500,0.25,0.0,0.0,0.8898473130036592,0.0008470872659857657,31050.46844308291
6,3000,0.25,0.0,0.0,0.8898473130036592,0.0008470872659857657,31050.46844308291
7,3500,0.25,0.0,0.0,0.8898473130036592,0.0008470872659857657,31050.46844308291
8,4000,0.25,0.0,0.0,0.8898473130036592,0.0008470872659857657,31050.46844308291
9,4500,0.25,0.0,0.0,0.8898473130036592,0.0008470872659857657,31050.46844308291
10,5000,0.25,0.0,0.0,0.8898473130036592,0.0008470872659857657,31050.46844308291
