,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,0.5509018277950857,0.002354659373689853,7732.353398832962
1,500,0.06371846826638797,0.020710114553488205,0.0020814448284605797,0.7840766467476359,0.0013871802634890375,8347.505389709555
2,1000,0.09962816163433391,0.057716798652878036,0.005800756522184437,0.7845824680929703,0.0017050816068636294,14448.774324643666
3,1500,0.09962816163433391,0.057716798652878036,0.005800756522184437,0.7845824680929703,0.0017050816068636294,14448.774324643666
4,2000,0.17070395639738262,0.05870704873616915,0.005900280400211553,0.7850865800959906,0.0016161593920671997,12493.830055255932
5,2500,0.17560367620088566,0.042337906935019425,0.004255119748861977,0.7858675786069441,0.0014786633007642523,10605.308515806384
6,3000,0.1844419539153314,0.046053523669446345,0.004628553281372877,0.7854706379625584,0.0015076079779510862,10606.829582257767
7,3500,0.18716369346874284,0.04551713559860315,0.0045746442518877425,0.7856387478029254,0.001497429511576189,10588.901417186647
8,4000,0.18716369346874284,0.04551713559860315,0.0045746442518877425,0.7856387478029254,0.001497429511576189,10588.901417186647
9,4500,0.19221764436095423,0.042933812465993496,0.004315010508157083,0.7856242007980192,0.0014984568178898253,10591.06195070253
10,5000,0.19221764436095423,0.042933812465993496,0.004315010508157083,0.7856242007980192,0.0014984568178898253,10591.06195070253
