,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,-10.724217326998243,0.000643855632211978,44243.943481837974
1,500,0.24307116646769614,0.024196338092227307,0.0024318234773485384,0.6670153455134585,8.899868818797377e-05,98118.2663499557
2,1000,0.24307116646769614,0.024196338092227307,0.0024318234773485384,0.6670153455134585,8.899868818797377e-05,98118.2663499557
3,1500,0.24307116646769614,0.024196338092227307,0.0024318234773485384,0.6670153455134585,8.899868818797377e-05,98118.2663499557
4,2000,0.24307116646769614,0.024196338092227307,0.0024318234773485384,0.6670153455134585,8.899868818797377e-05,98118.2663499557
5,2500,0.24307116646769614,0.024196338092227307,0.0024318234773485384,0.6670153455134585,8.899868818797377e-05,98118.2663499557
6,3000,0.24307116646769614,0.024196338092227307,0.0024318234773485384,0.6670153455134585,8.899868818797377e-05,98118.2663499557
7,3500,0.24307116646769614,0.024196338092227307,0.0024318234773485384,0.6670153455134585,8.899868818797377e-05,98118.2663499557
8,4000,0.24434319831806894,0.020573634238736982,0.0020677280407242335,0.666434307958728,8.944652093885114e-05,98139.69380977265
9,4500,0.24434319831806894,0.020573634238736982,0.0020677280407242335,0.666434307958728,8.944652093885114e-05,98139.69380977265
10,5000,0.24434319831806894,0.020573634238736982,0.0020677280407242335,0.666434307958728,8.944652093885114e-05,98139.69380977265
